m,time
21.666499139894686,3147877285845
20.06154546013489,3147977285845
17.3511021696885,3148077285845
12.608379816800133,3148177285845
12.19863387032578,3148277285845
16.43120337473032,3148377285845
16.334688377783607,3148477285845
19.218300165699688,3148577285845
19.78837293027406,3148677285845
20.870106672054664,3148777285845
22.96070588331184,3148877285845
24.032467604845714,3148977285845
21.808615127514862,3149077285845
19.276597102125077,3149177285845
20.802817520868853,3149277285845
23.132713090861248,3149377285845
23.609756447165488,3149477285845
23.35521018710799,3149577285845
18.43905740480881,3149677285845
22.71644493607357,3149777285845
25.960918484297046,3149877285845
25.965894858900253,3149977285845
25.97354101976543,3150077285845
27.510037701375733,3150177285845
26.72383305737556,3150277285845
26.22160769003819,3150377285845
24.834523453869213,3150477285845
21.221893955904605,3150577285845
21.239833543289915,3150677285845
20.095233963122205,3150777285845
18.2722766099493,3150877285845
15.482799330212146,3150977285845
9.38422171906582,3151077285845
9.57289529395884,3151177285845
11.778606116711234,3151277285845
10.84400955348534,3151377285845
6.663819252298085,3151477285845
5.57263667973081,3151577285845
5.527975371575341,3151677285845
4.97146455041906,3151777285845
3.6665460463540787,3151877285845
3.093387225666454,3151977285845
7.138473209152268,3152077285845
8.795053771628032,3152177285845
6.953121681313558,3152277285845
9.172665366161032,3152377285845
11.163134622241474,3152477285845
14.407581276773833,3152577285845
16.60722306274213,3152677285845
17.570730611122777,3152777285845
16.370624023977587,3152877285845
8.534937504795892,3152977285845
5.381829459495068,3153077285845
3.7529939059268607,3153177285845
3.308440989377279,3153277285845
4.077939503017242,3153377285845
4.327832779800481,3153477285845
4.1557590730990555,3153577285845
4.2496552006496335,3153677285845
6.418903068017613,3153777285845
6.355724355830471,3153877285845
3.856882093669488,3153977285845
9.820103050337904,3154077285845
10.344670467499007,3154177285845
13.785049934668875,3154277285845
12.867817481720413,3154377285845
8.226164671915752,3154477285845
6.5386909230907175,3154577285845
6.422452180069988,3154677285845
6.535631873157638,3154777285845
5.705463295602898,3154877285845
3.105740602283509,3154977285845
3.1353411325999354,3155077285845
2.8377850463532037,3155177285845
2.3729501213365904,3155277285845
1.989833288017689,3155377285845
2.0647920515267666,3155477285845
2.281909532784876,3155577285845
2.3953640293491407,3155677285845
2.173724849531541,3155777285845
2.2457090631428347,3155877285845
2.721607798252486,3155977285845
3.5893711289287347,3156077285845
3.5893711289287347,3156177285845
3.6325377121630686,3156277285845
3.6119176150395584,3156377285845
3.2928738920959315,3156477285845
3.28835321283546,3156577285845
3.519272160697084,3156677285845
4.124215696652793,3156777285845
5.190098894352569,3156877285845
5.217655080165539,3156977285845
5.031910914002784,3157077285845
5.215782686186767,3157177285845
5.587280680545463,3157277285845
6.410263313254324,3157377285845
6.878148230611961,3157477285845
7.215035480520222,3157577285845
7.831682047712821,3157677285845
8.107655176600481,3157777285845
